id;name;category;description;address;phone;email;website;latitude;longitude;tags;sourceName;sourceUrl;coordinatesVerified;coordinateSource;status
deutsche-vermoegensberatung-witali-hermann-node-256332303;Deutsche Vermögensberatung Witali Hermann;Beratung;Büro/Dienstleistung: financial advisor. Bitte prüfen und Beschreibung ergänzen.;Olfen;+49 2592 91340;Witali.Hermann@dvag.de;https://www.dvag.de/witali.hermann/index.html;51.6997777;7.4684275;financial advisor, Deutsche Vermögensberatung, Witali Hermann;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/256332303;false;OpenStreetMap / Overpass Export;entwurf
postfiliale-hoecke-lh-node-256510910;Postfiliale Höcke LH;Sonstiges;Einrichtung: post office. Bitte prüfen und Beschreibung ergänzen.;Janackerstiege 1, 59348 Lüdinghausen;;;;51.7714949;7.4500909;post office, Deutsche Post AG;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/256510910;false;OpenStreetMap / Overpass Export;entwurf
marktkauf-nientied-node-269212244;Marktkauf Nientied;Einzelhandel;Einzelhandel: Supermarkt. Bitte prüfen und Beschreibung ergänzen.;Olfen;;;https://edeka-nientied.de/marktkauf-nientied-luedinghausen/;51.7645165;7.4265603;Supermarkt, MARKTKAUF;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/269212244;false;OpenStreetMap / Overpass Export;entwurf
burg-luedinghausen-node-269365377;Burg Lüdinghausen;Freizeit;Tourismus: attraction. Bitte prüfen und Beschreibung ergänzen.;Amthaus 14, 59348 Lüdinghausen;;;;51.7714641;7.4396982;attraction;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/269365377;false;OpenStreetMap / Overpass Export;entwurf
lidl-node-269903699;Lidl;Einzelhandel;Einzelhandel: Supermarkt. Bitte prüfen und Beschreibung ergänzen.;Valve 42, 59348 Lüdinghausen;;;;51.7665612;7.4591698;Supermarkt, Lidl;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/269903699;false;OpenStreetMap / Overpass Export;entwurf
gasthaus-steverstrand-node-270180350;Gasthaus Steverstrand;Gastronomie;Einrichtung: Restaurant, Tourismus: Hotel. Bitte prüfen und Beschreibung ergänzen.;Lüdinghauser Straße 31, 59399 Olfen;;;;51.7086923;7.391511;Restaurant, Hotel;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/270180350;false;OpenStreetMap / Overpass Export;entwurf
gaststaette-zur-kanalkueste-node-299044765;Gaststätte zur Kanalküste;Gastronomie;Einrichtung: Kneipe. Bitte prüfen und Beschreibung ergänzen.;Berenbrock 20, 59348 Lüdinghausen;+49 2591 88109;;;51.7817685;7.4033207;Kneipe;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/299044765;false;OpenStreetMap / Overpass Export;entwurf
aral-nordkirchen-node-306608334;Aral Nordkirchen;Mobilität;Einrichtung: Tankstelle. Bitte prüfen und Beschreibung ergänzen.;Olfen;;;;51.7420332;7.5169157;Tankstelle, Aral;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/306608334;false;OpenStreetMap / Overpass Export;entwurf
san-remo-node-312638354;San-Remo;Gastronomie;Einrichtung: Eisdiele. Bitte prüfen und Beschreibung ergänzen.;Wallgasse 9, 59348 Lüdinghausen;;;;51.7716477;7.4464163;Eisdiele;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/312638354;false;OpenStreetMap / Overpass Export;entwurf
naundrups-hof-node-312817240;Naundrups Hof;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Dülmener Straße 24, 59348 Lüdinghausen;+49 2591 8002;naundrupshof@t-online.de;https://naundrupshof.com/restaurant/;51.76425;7.3909143;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/312817240;false;OpenStreetMap / Overpass Export;entwurf
restaurant-olympia-node-325159878;Restaurant Olympia;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Olfener Straße 1, 59379 Selm;+49 2592 981733;;https://olympia-selm.de/;51.7052272;7.457616;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/325159878;false;OpenStreetMap / Overpass Export;entwurf
goldener-drache-node-325822936;Goldener Drache;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Olfener Straße 9, 59348 Lüdinghausen;;;;51.7665522;7.4356234;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/325822936;false;OpenStreetMap / Overpass Export;entwurf
hellas-artemis-node-327583966;Hellas Artemis;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Nottengartenweg 27, 59348 Lüdinghausen;;;https://www.restaurant-hellas-artemis.de/;51.769552;7.4311941;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/327583966;false;OpenStreetMap / Overpass Export;entwurf
landhotel-jammertal-node-334105150;Landhotel Jammertal;Freizeit;Tourismus: Hotel. Bitte prüfen und Beschreibung ergänzen.;Redder Straße 421, 45711 Datteln;+49 2363 3770;;https://www.jammertal.de;51.6871048;7.2684237;Hotel;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/334105150;false;OpenStreetMap / Overpass Export;entwurf
pension-breuckmann-node-336406447;Pension Breuckmann;Freizeit;Tourismus: Hotel. Bitte prüfen und Beschreibung ergänzen.;Lippestraße 5, 45711 Datteln;;;;51.7006953;7.3101813;Hotel;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/336406447;false;OpenStreetMap / Overpass Export;entwurf
dorfkrug-node-340182522;Dorfkrug;Gastronomie;Einrichtung: Kneipe. Bitte prüfen und Beschreibung ergänzen.;Olfen;;;;51.7623708;7.3947232;Kneipe;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/340182522;false;OpenStreetMap / Overpass Export;entwurf
volksbank-node-340182523;Volksbank;Sonstiges;Einrichtung: Bank. Bitte prüfen und Beschreibung ergänzen.;Dülmener Straße 30, 59348 Lüdinghausen;;;;51.7654517;7.3895999;Bank, Volksbank Lüdinghausen-Olfen eG;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/340182523;false;OpenStreetMap / Overpass Export;entwurf
aral-node-342334109;ARAL;Mobilität;Einrichtung: Tankstelle. Bitte prüfen und Beschreibung ergänzen.;Olfen;;;;51.6557233;7.3517319;Tankstelle, Aral;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/342334109;false;OpenStreetMap / Overpass Export;entwurf
hoelt-n-hahn-node-357434361;Hölt'n Hahn;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Ondrup 84, 59348 Lüdinghausen;;;;51.7887914;7.3462233;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/357434361;false;OpenStreetMap / Overpass Export;entwurf
esso-node-367675360;Esso;Mobilität;Einrichtung: Tankstelle. Bitte prüfen und Beschreibung ergänzen.;Olfen;;;;51.6634811;7.3489234;Tankstelle, Esso;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/367675360;false;OpenStreetMap / Overpass Export;entwurf
lippehof-node-370051462;Lippehof;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Lippestraße 4, 45711 Datteln;;;;51.7002414;7.309624;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/370051462;false;OpenStreetMap / Overpass Export;entwurf
sparkasse-node-371238400;Sparkasse;Sonstiges;Einrichtung: Bank. Bitte prüfen und Beschreibung ergänzen.;Hauptstraße 40, 59379 Selm;;;;51.665431;7.4646778;Bank, Sparkasse;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/371238400;false;OpenStreetMap / Overpass Export;entwurf
pizza-romantika-node-371446187;Pizza Romantika;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Olfen;;;;51.7018143;7.4674384;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/371446187;false;OpenStreetMap / Overpass Export;entwurf
autopro-kfz-vernekohl-node-374398751;Autopro KFZ-Vernekohl;Mobilität;Einrichtung: Tankstelle. Bitte prüfen und Beschreibung ergänzen.;Olfen;;;;51.6647893;7.4760528;Tankstelle;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/374398751;false;OpenStreetMap / Overpass Export;entwurf
ahland-node-379796929;Ahland;Einzelhandel;Einzelhandel: Blumen. Bitte prüfen und Beschreibung ergänzen.;Lünener Straße 97, 59379 Selm;+49 2592 62894;mail@blumen-ahland.de;https://www.blumen-ahland.de;51.6642613;7.4864712;Blumen;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/379796929;false;OpenStreetMap / Overpass Export;entwurf
shell-node-383241733;Shell;Mobilität;Einrichtung: Tankstelle. Bitte prüfen und Beschreibung ergänzen.;Sendener Straße 8, 59348 Lüdinghausen;+49 2591 4036;;;51.7771052;7.4478765;Tankstelle, Shell;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/383241733;false;OpenStreetMap / Overpass Export;entwurf
ricordo-node-387799215;Ricordo;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Sendener Straße 8, 59348 Lüdinghausen;;;https://www.ricordo.de/;51.7769617;7.4475636;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/387799215;false;OpenStreetMap / Overpass Export;entwurf
kaisergarten-node-391067209;Kaisergarten;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Ahsener Straße 100, 45711 Datteln;+49 2363 366683;kaisergartendatteln45711@gmail.com;https://kaisergarten-datteln.metro.rest;51.6711028;7.327604;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/391067209;false;OpenStreetMap / Overpass Export;entwurf
volksbank-node-392096147;Volksbank;Sonstiges;Einrichtung: Bank. Bitte prüfen und Beschreibung ergänzen.;Wilhelmstraße 6, 59348 Lüdinghausen;;;;51.7717685;7.4460659;Bank, Volksbank;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/392096147;false;OpenStreetMap / Overpass Export;entwurf
sparkasse-westmuensterland-node-392096153;Sparkasse Westmünsterland;Sonstiges;Einrichtung: Bank. Bitte prüfen und Beschreibung ergänzen.;Graf-Wedel-Straße 7, 59348 Lüdinghausen;;;;51.7692794;7.4405034;Bank, Sparkasse;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/392096153;false;OpenStreetMap / Overpass Export;entwurf
sparkasse-node-392927623;Sparkasse;Sonstiges;Einrichtung: Bank. Bitte prüfen und Beschreibung ergänzen.;Bilholtstraße 16, 59399 Olfen;+49 2595 3850033;info@sparkasse-westmuensterland.de;https://www.sparkasse-westmuensterland.de/module/ihre_sparkasse/filialfinder/index.php#details/15932;51.7086939;7.3800379;Bank, Sparkasse Westmünsterland;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/392927623;false;OpenStreetMap / Overpass Export;entwurf
fuechtelner-muehle-node-393218878;Füchtelner Mühle;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Kökelsumer Straße 66, 59399 Olfen;;;;51.7230796;7.3541713;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/393218878;false;OpenStreetMap / Overpass Export;entwurf
zum-forsthaus-node-428018898;Zum Forsthaus;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Selmer Straße 111, 59399 Olfen;;;;51.702865;7.4079844;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/428018898;false;OpenStreetMap / Overpass Export;entwurf
vfh-node-431472498;VFH;Beratung;Büro/Dienstleistung: insurance. Bitte prüfen und Beschreibung ergänzen.;Olfen;;;;51.7701074;7.443682;insurance;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/431472498;false;OpenStreetMap / Overpass Export;entwurf
eis-venezia-node-432010513;Eis Venezia;Gastronomie;Einrichtung: Café. Bitte prüfen und Beschreibung ergänzen.;Olfen;;;;51.7070243;7.3792134;Café;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/432010513;false;OpenStreetMap / Overpass Export;entwurf
volksbank-node-432010519;Volksbank;Sonstiges;Einrichtung: Bank. Bitte prüfen und Beschreibung ergänzen.;Zur Geest 3, 59399 Olfen;+49 2595 3880;info@vobadirekt.de;https://www.vobadirekt.de/wir_fuer_sie/filialen/geschaeftsstelle_olfen.html;51.7082015;7.3794144;Bank, Volksbank Lüdinghausen-Olfen eG;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/432010519;false;OpenStreetMap / Overpass Export;entwurf
k-k-node-432010542;K+K;Einzelhandel;Einzelhandel: Supermarkt. Bitte prüfen und Beschreibung ergänzen.;Olfen;+49 2595 386033;;;51.7059928;7.3792518;Supermarkt, K+K;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/432010542;false;OpenStreetMap / Overpass Export;entwurf
steuerberatung-worms-node-436483517;Steuerberatung Worms;Beratung;Büro/Dienstleistung: tax advisor. Bitte prüfen und Beschreibung ergänzen.;Münsterstraße 32, 59348 Lüdinghausen;;;;51.7734356;7.4445645;tax advisor;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/436483517;false;OpenStreetMap / Overpass Export;entwurf
genussmanufaktur-fuchs-node-436483519;Genußmanufaktur Fuchs;Einzelhandel;Einzelhandel: deli. Bitte prüfen und Beschreibung ergänzen.;Münsterstraße 18, 59348 Lüdinghausen;;;;51.7728299;7.444689;deli;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/436483519;false;OpenStreetMap / Overpass Export;entwurf
lucies-laden-node-436483524;Lucies Laden;Einzelhandel;Einzelhandel: deli. Bitte prüfen und Beschreibung ergänzen.;Hermannstraße 17, 59348 Lüdinghausen;;;https://www.lucies-laden.de/;51.7714223;7.4460483;deli;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/436483524;false;OpenStreetMap / Overpass Export;entwurf
dr-lang-node-436611620;Dr. Lang;Gesundheit;Einrichtung: Zahnarzt, Gesundheit: Zahnarzt. Bitte prüfen und Beschreibung ergänzen.;Hauptstraße 40a, 59379 Selm;+49 2592 978797-5;info@doc-lang.de;https://www.doc-lang.de;51.665474;7.4644723;Zahnarzt;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/436611620;false;OpenStreetMap / Overpass Export;entwurf
joker-node-437465438;Joker;Gastronomie;Einrichtung: Imbiss. Bitte prüfen und Beschreibung ergänzen.;Breslauer Ring 2, 59348 Lüdinghausen;;;https://joker-lieferservice.de/;51.7603753;7.4495537;Imbiss;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/437465438;false;OpenStreetMap / Overpass Export;entwurf
burghof-node-443724522;Burghof;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Burgstraße 8, 59348 Lüdinghausen;;;https://burghof-luedinghausen.de/;51.7715413;7.4433964;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/443724522;false;OpenStreetMap / Overpass Export;entwurf
markt-apotheke-node-455564455;Markt-Apotheke;Gesundheit;Einrichtung: Apotheke, Gesundheit: Apotheke. Bitte prüfen und Beschreibung ergänzen.;Markt 13, 59348 Lüdinghausen;;;;51.7718761;7.4449866;Apotheke;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/455564455;false;OpenStreetMap / Overpass Export;entwurf
koekelsumer-bauernladen-caf-node-456182275;Kökelsumer Bauernladen & Café;Gastronomie;Einrichtung: Café. Bitte prüfen und Beschreibung ergänzen.;Kökelsum 2, 59399 Olfen;+49 2595 1073;;https://koekelsumer-bauernladen.de/;51.7261509;7.3615812;Café;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/456182275;false;OpenStreetMap / Overpass Export;entwurf
a-balloon-node-459783264;A Balloon;Einzelhandel;Einzelhandel: toys. Bitte prüfen und Beschreibung ergänzen.;Münsterstraße 19, 59348 Lüdinghausen;;;;51.7728462;7.4448895;toys;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/459783264;false;OpenStreetMap / Overpass Export;entwurf
becks-node-460741326;Becks;Freizeit;Tourismus: Pension. Bitte prüfen und Beschreibung ergänzen.;Am Dorn 29, 59348 Lüdinghausen;+49 2591 1361;;;51.7620091;7.3993881;Pension;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/460741326;false;OpenStreetMap / Overpass Export;entwurf
marien-apotheke-node-460741338;Marien-Apotheke;Gesundheit;Einrichtung: Apotheke. Bitte prüfen und Beschreibung ergänzen.;Dattelner Straße 13, 59348 Lüdinghausen;+49 2591 8031;;https://www.marienapotheke-seppenrade.de/;51.7615968;7.3951998;Apotheke;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/460741338;false;OpenStreetMap / Overpass Export;entwurf
bikertreff-nordkirchen-node-35497336;Bikertreff Nordkirchen;Gastronomie;Einrichtung: Restaurant, Tourismus: motorcycle meetingpoint. Bitte prüfen und Beschreibung ergänzen.;Berger 25, 59394 Nordkirchen;;;;51.7253536;7.5067789;Restaurant, motorcycle meetingpoint;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/35497336;false;OpenStreetMap / Overpass Export;entwurf
shell-node-254325072;Shell;Mobilität;Einrichtung: Tankstelle. Bitte prüfen und Beschreibung ergänzen.;Seppenrader Straße 32, 59348 Lüdinghausen;+49 2591 70830;;;51.7660746;7.4256462;Tankstelle, Shell;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/254325072;false;OpenStreetMap / Overpass Export;entwurf
deutsche-vermoegensberatung-witali-hermann-node-256332303;Deutsche Vermögensberatung Witali Hermann;Beratung;Büro/Dienstleistung: financial advisor. Bitte prüfen und Beschreibung ergänzen.;Olfen;+49 2592 91340;Witali.Hermann@dvag.de;https://www.dvag.de/witali.hermann/index.html;51.6997777;7.4684275;financial advisor, Deutsche Vermögensberatung, Witali Hermann;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/256332303;false;OpenStreetMap / Overpass Export;entwurf
postfiliale-hoecke-lh-node-256510910;Postfiliale Höcke LH;Sonstiges;Einrichtung: post office. Bitte prüfen und Beschreibung ergänzen.;Janackerstiege 1, 59348 Lüdinghausen;;;;51.7714949;7.4500909;post office, Deutsche Post AG;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/256510910;false;OpenStreetMap / Overpass Export;entwurf
marktkauf-nientied-node-269212244;Marktkauf Nientied;Einzelhandel;Einzelhandel: Supermarkt. Bitte prüfen und Beschreibung ergänzen.;Olfen;;;https://edeka-nientied.de/marktkauf-nientied-luedinghausen/;51.7645165;7.4265603;Supermarkt, MARKTKAUF;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/269212244;false;OpenStreetMap / Overpass Export;entwurf
burg-luedinghausen-node-269365377;Burg Lüdinghausen;Freizeit;Tourismus: attraction. Bitte prüfen und Beschreibung ergänzen.;Amthaus 14, 59348 Lüdinghausen;;;;51.7714641;7.4396982;attraction;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/269365377;false;OpenStreetMap / Overpass Export;entwurf
lidl-node-269903699;Lidl;Einzelhandel;Einzelhandel: Supermarkt. Bitte prüfen und Beschreibung ergänzen.;Valve 42, 59348 Lüdinghausen;;;;51.7665612;7.4591698;Supermarkt, Lidl;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/269903699;false;OpenStreetMap / Overpass Export;entwurf
gasthaus-steverstrand-node-270180350;Gasthaus Steverstrand;Gastronomie;Einrichtung: Restaurant, Tourismus: Hotel. Bitte prüfen und Beschreibung ergänzen.;Lüdinghauser Straße 31, 59399 Olfen;;;;51.7086923;7.391511;Restaurant, Hotel;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/270180350;false;OpenStreetMap / Overpass Export;entwurf
gaststaette-zur-kanalkueste-node-299044765;Gaststätte zur Kanalküste;Gastronomie;Einrichtung: Kneipe. Bitte prüfen und Beschreibung ergänzen.;Berenbrock 20, 59348 Lüdinghausen;+49 2591 88109;;;51.7817685;7.4033207;Kneipe;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/299044765;false;OpenStreetMap / Overpass Export;entwurf
aral-nordkirchen-node-306608334;Aral Nordkirchen;Mobilität;Einrichtung: Tankstelle. Bitte prüfen und Beschreibung ergänzen.;Olfen;;;;51.7420332;7.5169157;Tankstelle, Aral;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/306608334;false;OpenStreetMap / Overpass Export;entwurf
san-remo-node-312638354;San-Remo;Gastronomie;Einrichtung: Eisdiele. Bitte prüfen und Beschreibung ergänzen.;Wallgasse 9, 59348 Lüdinghausen;;;;51.7716477;7.4464163;Eisdiele;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/312638354;false;OpenStreetMap / Overpass Export;entwurf
naundrups-hof-node-312817240;Naundrups Hof;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Dülmener Straße 24, 59348 Lüdinghausen;+49 2591 8002;naundrupshof@t-online.de;https://naundrupshof.com/restaurant/;51.76425;7.3909143;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/312817240;false;OpenStreetMap / Overpass Export;entwurf
restaurant-olympia-node-325159878;Restaurant Olympia;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Olfener Straße 1, 59379 Selm;+49 2592 981733;;https://olympia-selm.de/;51.7052272;7.457616;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/325159878;false;OpenStreetMap / Overpass Export;entwurf
goldener-drache-node-325822936;Goldener Drache;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Olfener Straße 9, 59348 Lüdinghausen;;;;51.7665522;7.4356234;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/325822936;false;OpenStreetMap / Overpass Export;entwurf
hellas-artemis-node-327583966;Hellas Artemis;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Nottengartenweg 27, 59348 Lüdinghausen;;;https://www.restaurant-hellas-artemis.de/;51.769552;7.4311941;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/327583966;false;OpenStreetMap / Overpass Export;entwurf
landhotel-jammertal-node-334105150;Landhotel Jammertal;Freizeit;Tourismus: Hotel. Bitte prüfen und Beschreibung ergänzen.;Redder Straße 421, 45711 Datteln;+49 2363 3770;;https://www.jammertal.de;51.6871048;7.2684237;Hotel;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/334105150;false;OpenStreetMap / Overpass Export;entwurf
pension-breuckmann-node-336406447;Pension Breuckmann;Freizeit;Tourismus: Hotel. Bitte prüfen und Beschreibung ergänzen.;Lippestraße 5, 45711 Datteln;;;;51.7006953;7.3101813;Hotel;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/336406447;false;OpenStreetMap / Overpass Export;entwurf
dorfkrug-node-340182522;Dorfkrug;Gastronomie;Einrichtung: Kneipe. Bitte prüfen und Beschreibung ergänzen.;Olfen;;;;51.7623708;7.3947232;Kneipe;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/340182522;false;OpenStreetMap / Overpass Export;entwurf
volksbank-node-340182523;Volksbank;Sonstiges;Einrichtung: Bank. Bitte prüfen und Beschreibung ergänzen.;Dülmener Straße 30, 59348 Lüdinghausen;;;;51.7654517;7.3895999;Bank, Volksbank Lüdinghausen-Olfen eG;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/340182523;false;OpenStreetMap / Overpass Export;entwurf
aral-node-342334109;ARAL;Mobilität;Einrichtung: Tankstelle. Bitte prüfen und Beschreibung ergänzen.;Olfen;;;;51.6557233;7.3517319;Tankstelle, Aral;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/342334109;false;OpenStreetMap / Overpass Export;entwurf
hoelt-n-hahn-node-357434361;Hölt'n Hahn;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Ondrup 84, 59348 Lüdinghausen;;;;51.7887914;7.3462233;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/357434361;false;OpenStreetMap / Overpass Export;entwurf
esso-node-367675360;Esso;Mobilität;Einrichtung: Tankstelle. Bitte prüfen und Beschreibung ergänzen.;Olfen;;;;51.6634811;7.3489234;Tankstelle, Esso;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/367675360;false;OpenStreetMap / Overpass Export;entwurf
lippehof-node-370051462;Lippehof;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Lippestraße 4, 45711 Datteln;;;;51.7002414;7.309624;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/370051462;false;OpenStreetMap / Overpass Export;entwurf
sparkasse-node-371238400;Sparkasse;Sonstiges;Einrichtung: Bank. Bitte prüfen und Beschreibung ergänzen.;Hauptstraße 40, 59379 Selm;;;;51.665431;7.4646778;Bank, Sparkasse;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/371238400;false;OpenStreetMap / Overpass Export;entwurf
pizza-romantika-node-371446187;Pizza Romantika;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Olfen;;;;51.7018143;7.4674384;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/371446187;false;OpenStreetMap / Overpass Export;entwurf
autopro-kfz-vernekohl-node-374398751;Autopro KFZ-Vernekohl;Mobilität;Einrichtung: Tankstelle. Bitte prüfen und Beschreibung ergänzen.;Olfen;;;;51.6647893;7.4760528;Tankstelle;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/374398751;false;OpenStreetMap / Overpass Export;entwurf
ahland-node-379796929;Ahland;Einzelhandel;Einzelhandel: Blumen. Bitte prüfen und Beschreibung ergänzen.;Lünener Straße 97, 59379 Selm;+49 2592 62894;mail@blumen-ahland.de;https://www.blumen-ahland.de;51.6642613;7.4864712;Blumen;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/379796929;false;OpenStreetMap / Overpass Export;entwurf
shell-node-383241733;Shell;Mobilität;Einrichtung: Tankstelle. Bitte prüfen und Beschreibung ergänzen.;Sendener Straße 8, 59348 Lüdinghausen;+49 2591 4036;;;51.7771052;7.4478765;Tankstelle, Shell;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/383241733;false;OpenStreetMap / Overpass Export;entwurf
ricordo-node-387799215;Ricordo;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Sendener Straße 8, 59348 Lüdinghausen;;;https://www.ricordo.de/;51.7769617;7.4475636;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/387799215;false;OpenStreetMap / Overpass Export;entwurf
kaisergarten-node-391067209;Kaisergarten;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Ahsener Straße 100, 45711 Datteln;+49 2363 366683;kaisergartendatteln45711@gmail.com;https://kaisergarten-datteln.metro.rest;51.6711028;7.327604;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/391067209;false;OpenStreetMap / Overpass Export;entwurf
volksbank-node-392096147;Volksbank;Sonstiges;Einrichtung: Bank. Bitte prüfen und Beschreibung ergänzen.;Wilhelmstraße 6, 59348 Lüdinghausen;;;;51.7717685;7.4460659;Bank, Volksbank;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/392096147;false;OpenStreetMap / Overpass Export;entwurf
sparkasse-westmuensterland-node-392096153;Sparkasse Westmünsterland;Sonstiges;Einrichtung: Bank. Bitte prüfen und Beschreibung ergänzen.;Graf-Wedel-Straße 7, 59348 Lüdinghausen;;;;51.7692794;7.4405034;Bank, Sparkasse;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/392096153;false;OpenStreetMap / Overpass Export;entwurf
